word,ipa
moja,/ˈmɔ.ʄɑ/
mtali,/ˈm.tɑ.li/
mto,/ˈm̩.tɔ/
mtu,/ˈm̩.tu/
mtu,/ˈm̩.tʰu/
muda,/ˈmu.ɗɑ/
mvi,/ˈm̩.vi/
mzee,/mˈzɛː/
mzungu,/mˈzu.ᵑɡu/
na,/nɑ/
nadharia,/nɑ.ðɑˈɾi.ɑ/
nata,/ˈnɑ.tɑ/
nchi,/ˈn̩.tʃi/
ndani,/ˈⁿdɑ.ni/
ndege,/ˈⁿdɛ.ɠɛ/
ndia,/ˈⁿd̪i.ɑ/
ndizi,/ˈⁿdi.zi/
neno,/ˈnɛ.nɔ/
ng'amba,/ˈŋɑᵐba/
ng'o,/ŋo/
ng'ombe,/ˈŋɔ.ᵐbɛ/
ngagi,/ˈŋɡaɡi/
ngamia,/ᵑɡɑˈmi.ɑ/
ngoma,/ˈŋɡɔma/
ngozi,/ˈᵑɡɔ.zi/
nguo,/ŋ.ɡu.ɔ/
nguruwe,/ᵑɡuˈɾu.wɛ/
ngʼ,/ŋ/
njama,/ˈⁿd͡ʒɑmɑ/
njiwa,/ˈⁿd͡ʒi.wɑ/
nuka,/ˈnu.kɑ/
nuka,/ˈnu.kʰɑ/
nusura,/ˈnusuɾɑ/
nyati,/ˈɲɑ.ti/
nyoka,/ˈɲɔ.kɑ/
nyuki,/ˈɲu.ki/
nyumba,/ˈɲu.ᵐbɑ/
nywa,/ɲwɑ/
ote,/ˈɔ.tɛ/
ote,/ˈɔ.t̪ʰɛ/
paa,/ˈpɑː/
paa,/ˈpʰɑː/
paka,/ˈpɑ.kɑ/
paka,/ˈpʰɑ.kɑ/
pana,/ˈpɑ.nɑ/
pana,/ˈpʰɑ.nɑ/
panga,/ˈpɑ.ᵑɡɑ/
panga,/ˈpʰɑ.ᵑɡɑ/
pemba,/ˈpɛ.ᵐbɑ/
pemba,/ˈpʰɛ.ᵐbɑ/
pembe,/ˈpɛ.ᵐbɛ/
pembe,/ˈpʰɛ.ᵐbɛ/
pendo,/ˈpɛ.ⁿdɔ/
penga,/ˈpɛ.ᵑɡɑ/
penye kuku wengi usimwage mtama,/ˈpɛ.ɲɛ ˈku.ku ˈwɛ.ᵑɡi u.siˈmʷɑ.ɠɛ m̩ˈtɑ.mɑ/
pepo,/ˈpɛ.pɔ/
pepo,/ˈpʰɛ.pɔ/
pesa,/ˈpɛ.sa/
pini,/ˈpi.ni/
pini,/ˈpʰi.ni/
pojo,/ˈpɔ.ʄɔ/
posho,/ˈpɔ.ʃɔ/
pumbaa,/puˈᵐbɑː/
pwani,/ˈpwɑ.ni/
radhi,/ˈɾɑ.ði/
radhi,/ˈɾɑ.ðˤi̹/
ruksa,/ˈɾux.sɑ/
saa,/saa/
saa,[saː]
safari,/sɑˈfɑ.ɾi/
safi,/ˈsɑ.fi/
safi,/ˈsˤɑ̹.fi/
saisi,/sɑˈi.si/
sayansi,/sɑˈjɑn.si/
shairi,/ʃɑˈi.ɾi/
shamba,/ˈʃɑ.ᵐbɑ/
shashimamishi,/ʃɑʃimɑˈmiʃi/
shule,/ˈʃu.lɛ/
siasa,/siˈɑ.sɑ/
sifuri,/siˈfuɾi/
simba,/ˈsi.ᵐbɑ/
sote,/ˈsɔ.tɛ/
sufuri,/suˈfuɾi/
sugu,/ˈsu.ɠu/
sultani,/sulˈtɑ.ni/
sultani,/sulˈt̪ˤɑ̹.ni/
supu,/ˈsu.pu/
taa,/tɑː/
taka,/ˈtɑ.kɑ/
taka,/ˈt̪ɑ.kɑ/
takataka,/tɑ.kɑˈtɑ.kɑ/
takataka,/tʰɑ.kɑˈtʰɑ.kɑ/
tatu,/ˈtɑ.tu/
tatu,/ˈtʰɑ.tu/
tayari,/tɑˈjɑ.ɾi/
tayari,/t̪ˤɑ̹ˈjɑ.ɾi/
tembe,/ˈtɛ.ᵐbɛ/
tembe,/ˈtʰɛ.ᵐbɛ/
teo,/ˈtɛ.ɔ/
teo,/ˈt̪ʰɛ.ɔ/
thumuni,/suˈmu.ni/
thumuni,/ˈθu.mu.ni/
tumbili,/tuˈᵐbi.li/
tumbili,/tʰuˈᵐbi.li/
tundu,/ˈtu.ⁿdu/
tundu,/ˈtʰu.ⁿdu/
ubia,/uˈɓi.ɑ/
udevu,/uˈɗɛ.vu/
udongo ulaya,/uˈɗɔ.ᵑɡɔ uˈlɑ.jɑ/
uduvi,/uˈɗu.vi/
ujao,/uˈʄɑ.ɔ/
ukanda,/uˈkɑ.ⁿdɑ/
uliopita,/uˈli.ɔ ˈpi.tɑ/
umoja,/uˈmɔ.ʄɑ/
upanga,/uˈpɑ.ᵑɡɑ/
upendo,/uˈpɛ.ⁿdɔ/
upepo,/uˈpɛ.pɔ/
uteo,/uˈtɛ.ɔ/
uteo,/uˈt̪ɛ.ɔ/
utoto,/uˈtɔ.tɔ/
uvumbi,/uˈvu.ᵐbi/
uzio,/uˈzi.ɔ/
vitu,/ˈvi.tu/
vitu,/ˈvi.tʰu/
vivu,/ˈvi.vu/
vyekundu,/vjɛˈku.ⁿdu/
wakenya,/wɑˈkɛ.ɲɑ/
watu,/ˈwɑ.tu/
watu,/ˈwɑ.tʰu/
wekundu,/wɛˈku.ⁿdu/
weusi,/weˈu.si/
yungali,/juˈᵑɡɑ.li/
zamu,/ˈzɑ.mu/
zijazo,/ziˈʄɑ.zɔ/
zilizopita,/ziˈli.zɔ ˈpi.tɑ/
zindua,/ziˈⁿdu.ɑ/
ziwa,/ˈzi.wɑ/
zuo,/ˈzu.ɔ/
zuoni,/zuˈɔ.ni/
